name	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
Sphingobium_sp._RAC03	1.54E-05	0	0	8.24E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66E-06	0	0	0	0	0	0	0	0	0	0	0
Sphingobium_sp._RSMS	0	0	0	0	0	2.71E-05	0	0	0	0	0	0	0	1.36E-05	4.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium_sp._SCG-1	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium_sp._SYK-6	0	7.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.56E-06	0	0	0	1.17E-05	0	0	0	0	0	0	0	0	0	0	0
Sphingobium_sp._TKS	0	0.00030812	0	0.000120367	0	0.000219275	0	0	0	0	0	5.17E-05	0	0	2.46E-05	0	7.55E-05	0	2.40E-05	0	0	0	0	0	0	0	0	0	0	0
Sphingobium_sp._YG1	0	0	0	0	0	9.05E-06	0	0	0	0	0	5.82E-06	0	0	0	2.40E-06	1.31E-05	7.97E-06	2.55E-06	0	0	0	0	0	0	1.06E-05	4.37E-06	0	0	4.02E-06
Sphingobium_xenophagum	0	1.20E-05	1.21E-05	0	2.01E-05	0.000110702	0	2.46E-05	0	2.78E-05	3.97E-06	1.09E-05	3.78E-06	0	5.53E-05	4.13E-05	4.18E-05	9.68E-06	4.09E-05	0	0	0	0	0	0	0	0	0	4.24E-05	4.43E-05
Sphingobium_yanoikuyae	0.000343336	1.34E-05	1.32E-05	1.37E-05	0.000126399	0.000262385	3.72E-05	7.87E-05	0	5.72E-05	0	0	0	1.92E-05	8.71E-06	0	6.89E-05	7.97E-05	0.001023865	0	1.46E-05	0	0	9.14E-05	1.20E-05	0.000118153	0	4.54E-05	0.000197251	0.00106024
Sphingomonas_aliaeris	0	0	0	0	0	0	0	8.79E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_alpina	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_changnyeongensis	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48E-06	0	0	0	0	1.62E-06	0	0	0	0	0
Sphingomonas_daechungensis	0	0	0	0	0	0	0	0	0	0	6.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73E-07	0	0	0
Sphingomonas_echinoides	0	0	0	0.000149496	0	0	0	0	0	0	0	0	0	0	0.000155235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_hengshuiensis	0	0	0	0	0	5.32E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_insulae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	1.34E-06
Sphingomonas_koreensis	0	3.45E-05	0	0	0	0	0	5.27E-06	0	2.24E-05	0	1.38E-05	0	0	0	0	1.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_lacunae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_lutea	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	1.64E-06	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Sphingomonas_melonis	0	0	2.21E-05	0	0	0	0	3.03E-05	3.51E-05	0	9.15E-07	7.57E-05	0	0	0	9.13E-06	0.00020918	0	2.30E-05	0	0	0	4.37E-06	0	0	0	0	0	0	0.000165642
Sphingomonas_paeninsulae	0	0	0	5.50E-07	0	0	2.93E-07	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_panacis	0	0	0	5.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_paucimobilis	2.15E-05	3.53E-06	8.61E-07	0	0	5.85E-06	0	0	0	0	0	1.02E-05	0	7.80E-06	2.56E-06	5.77E-06	0	0	2.04E-06	1.46E-05	0	0	5.67E-06	3.10E-06	0	0	0	2.67E-06	6.41E-06	8.05E-06
Sphingomonas_profundi	1.02E-06	0	0	0	0	0	0	0	0	7.72E-07	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73E-07	0	0	0
Sphingomonas_radiodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-07	0	0	0	0	0	0	0	0
Sphingomonas_rhizophila	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-07	0	0	0	0	0
Sphingomonas_sabuli	0	7.05E-07	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sanguinis	0	0	0	0	0	0	0	0	0	2.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sanxanigenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57E-06	2.07E-05	0	0	0	8.62E-06	0	2.03E-05	6.29E-06	0	0	0
Sphingomonas_sediminicola	0	0	5.74E-07	0	0	0	0	0	4.23E-07	0	0	0	0	0	1.08E-05	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	6.71E-07
Sphingomonas_sinipercae	0	0	2.87E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._AAP5	0	0	0	0	0	0	0	0	0	4.63E-06	0	0	0	0	0	8.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._C8-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0	3.45E-05	0	0	0	0
Sphingomonas_sp._CL5.1	0	0	0	0	0	2.93E-05	0	0	0	0	0	0	0	0	8.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._ERG5	0	0	9.75E-06	1.15E-05	0	0	0	8.35E-06	0	0	0	2.91E-06	1.66E-05	0	3.28E-05	0	1.72E-05	0	7.66E-06	0	5.00E-06	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._FARSPH	0.000136822	0.000122684	1.69E-05	0.00013026	4.03E-05	9.58E-06	9.38E-06	1.10E-05	4.65E-06	0.000101944	1.53E-06	0.000156483	3.02E-06	1.69E-05	5.79E-05	6.25E-06	0.000300235	6.83E-06	2.71E-05	5.94E-05	9.17E-06	8.44E-07	0	7.58E-06	2.04E-05	0.000116124	1.99E-05	1.60E-05	0.00011194	2.68E-06
Sphingomonas_sp._HDW15A	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._HMP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10E-05	0	0
Sphingomonas_sp._HMP9	1.54E-06	2.12E-06	0	0	0	0	0	0	0	0	0	0	0	3.25E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._IC081	0	0	0	0	0	0.000154344	0	2.51E-05	0	0	0	0	0	0	0	1.49E-05	0	2.96E-05	0	0	0	0	0	0	0	0	0	0	7.40E-05	8.11E-05
Sphingomonas_sp._KC8	0	7.05E-07	0	0	0	0	0	0	0	0	0	1.46E-06	0	0	5.12E-07	0	0	0	5.11E-07	0	0	0	0	0	0	5.07E-07	2.73E-07	0	0	0
Sphingomonas_sp._LK11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-06	0	1.25E-06	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._LM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._NBWT7	0	2.12E-06	0	0	0	0	0	0	4.23E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp._NIC1	0	6.35E-06	0	0	0	0	0	0	0	1.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0	4.69E-06
Sphingomonas_sp._PAMC26645	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_suaedae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_xanthus	1.33E-05	4.94E-06	1.15E-06	3.85E-06	2.42E-05	1.60E-05	3.81E-06	0	0	9.27E-06	1.83E-06	1.16E-05	1.51E-06	2.05E-05	6.15E-06	1.78E-05	2.05E-05	3.42E-06	7.66E-06	7.84E-06	1.67E-06	0	4.37E-06	1.28E-05	2.20E-05	1.88E-05	8.47E-06	1.17E-05	5.92E-06	8.72E-06
Sphingopyxis_alaskensis	0	2.12E-06	8.61E-07	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	0	0	5.69E-07	0	0	0	0	4.37E-07	0	0	0	0	0	0	0
Sphingopyxis_fribergensis	0	9.87E-06	2.01E-06	4.40E-05	0	3.19E-06	3.52E-06	4.40E-06	8.46E-07	9.27E-06	0	1.16E-05	1.26E-06	0	2.31E-05	2.88E-06	2.13E-05	0	2.55E-06	0	2.08E-06	0	4.37E-06	2.41E-06	0	1.32E-05	0	0	0	0
Sphingopyxis_granuli	0.000600069	0.000270046	2.12E-05	0.000209955	0.001049966	0.000946822	6.39E-05	0.000198246	5.54E-05	0.001894466	7.02E-06	0.000551692	1.59E-05	0.000210556	0.00033045	0.000404322	0.001255901	0.000155468	0.000130728	0.000785986	5.50E-05	2.14E-05	0.000384577	0.000278894	6.34E-05	0.000157706	0.000257708	0.000113819	0.001777236	6.97E-05
Sphingopyxis_lindanitolerans	1.59E-05	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68E-06	0	0
Sphingopyxis_macrogoltabida	0.002679045	0.002461434	0.000303548	0.001724156	0.002668979	0.002433849	0.000625447	0.000353854	0.001799077	0.044207553	0.000208317	0.018217482	0.000213759	0.00077334	0.003220483	0.003783128	0.037380901	0.001013672	0.000724621	0.001938914	0.000971705	9.24E-05	0.007856115	0.000943206	0.000819109	0.002407168	0.00066791	0.000725306	0.002279241	0.000440593
Sphingopyxis_sp._113P3	0	1.48E-05	1.00E-05	2.80E-05	1.56E-05	0	1.38E-05	3.52E-06	1.52E-05	0	1.53E-06	7.28E-06	3.52E-06	0	3.07E-05	3.32E-05	3.45E-05	0	9.19E-06	0	3.33E-06	8.44E-07	2.92E-05	0	7.43E-06	1.88E-05	0	7.01E-06	0	0
Sphingopyxis_sp._EG6	0	4.16E-05	2.73E-05	5.72E-05	1.81E-05	0	0	3.34E-05	1.69E-06	3.86E-05	2.41E-05	1.89E-05	4.48E-05	0	3.38E-05	2.98E-05	1.39E-05	1.94E-05	6.08E-05	0	6.92E-05	2.13E-05	1.57E-05	0	0	0	0	0	0	3.42E-05
Sphingopyxis_sp._FD7	6.66E-06	4.23E-06	0	2.25E-05	0	0	0	3.08E-06	0	0	1.53E-06	2.91E-06	3.02E-06	0	1.54E-05	2.40E-06	0	0	0	0	0	0	3.93E-06	0	0	0	0	0	0	3.35E-06
Sphingopyxis_sp._MG	0.000110175	4.37E-05	2.18E-05	8.24E-05	4.43E-05	0	0	0	1.65E-05	4.71E-05	1.86E-05	0.000107718	0	6.34E-05	5.53E-05	2.26E-05	5.00E-05	6.21E-05	0	0.000100279	0	0	2.23E-05	6.27E-05	0	0	0	2.30E-05	0	0
Sphingopyxis_sp._OPL5	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis_sp._PAMC25046	0	0	0	0	0	2.13E-06	0	0	0	0	0	0	0	1.62E-06	0	0	0	0	0	0	0	0	0	0	0	3.04E-06	0	2.00E-06	0	0
Sphingopyxis_terrae	0	2.68E-05	0	1.10E-05	2.01E-05	0	5.86E-06	0	5.08E-06	4.94E-05	0	0	8.31E-06	0	1.28E-05	6.73E-06	2.38E-05	0	0	1.18E-05	0	0	8.73E-06	4.83E-06	4.53E-06	0	1.50E-05	0	0	8.72E-06
Sphingorhabdus_lacus	0	1.41E-06	0	0	5.04E-07	0	0	0	0	0	0	0	0	0	1.02E-06	0	8.20E-07	0	0	0	0	0	0	3.45E-07	0	5.07E-07	0	0	0	0
Sphingorhabdus_lutea	5.12E-07	0	5.74E-07	0	2.52E-06	2.13E-06	5.86E-07	4.40E-07	0	3.09E-06	9.15E-07	7.28E-07	7.55E-07	3.25E-07	1.02E-06	0	1.64E-06	0	0	1.12E-06	0	0	1.31E-06	0	0	1.52E-06	2.73E-07	1.00E-06	0	0
Sphingorhabdus_sp._Alg231-15	3.33E-05	3.03E-05	4.30E-06	2.36E-05	2.42E-05	0.000123475	9.38E-06	0	0	1.39E-05	5.80E-06	1.53E-05	1.26E-06	2.18E-05	1.28E-05	4.81E-07	1.80E-05	0	0	8.35E-05	1.25E-06	2.53E-06	2.18E-06	1.31E-05	1.68E-05	1.62E-05	1.15E-05	1.17E-05	1.18E-05	6.71E-07
Sphingorhabdus_sp._M41	3.79E-05	1.62E-05	6.31E-06	7.15E-06	4.99E-05	6.01E-05	1.26E-05	4.84E-06	2.96E-06	1.39E-05	1.83E-06	1.75E-05	5.54E-06	3.31E-05	1.23E-05	4.33E-06	1.31E-05	7.40E-06	3.06E-06	2.80E-05	4.58E-06	2.53E-06	9.60E-06	3.65E-05	2.39E-05	4.06E-05	2.16E-05	2.20E-05	4.98E-05	6.71E-07
Sphingorhabdus_sp._SMR4y	0.000248022	0.000114928	5.91E-05	7.97E-05	0.000194886	0.000101654	3.78E-05	3.52E-05	0.000137089	0.000251772	2.47E-05	0.00017395	1.41E-05	0.000128024	9.94E-05	0.000179325	0.000184571	5.92E-05	5.00E-05	0.000134452	5.13E-05	3.06E-05	0.000323027	8.58E-05	2.88E-05	0.00013083	5.55E-05	6.68E-05	0.000131172	2.41E-05
Sphingorhabdus_sp._YGSMI21	0.000207539	6.28E-05	2.73E-05	5.11E-05	0.000268912	0.000424713	8.24E-05	3.12E-05	2.41E-05	0.000112757	2.78E-05	0.00012737	3.07E-05	0.000202433	8.81E-05	5.34E-05	0.000117305	4.33E-05	3.12E-05	0.000367503	4.13E-05	3.04E-05	7.73E-05	0.000200983	0.000150633	0.000323525	0.000111501	0.00013418	0.000207114	7.38E-06
Sphingosinithalassobacter_sp._CS137	1.54E-06	0	0	0	0	0	0	0	0	1.54E-06	6.10E-07	7.28E-07	0	0	0	9.62E-07	0	0	0	1.68E-06	3.33E-06	0	8.73E-07	1.03E-06	0	0	0	0	0	0
Sphingosinithalassobacter_tenebrarum	2.41E-05	5.64E-05	9.75E-06	8.08E-05	1.46E-05	4.90E-05	1.08E-05	1.01E-05	1.61E-05	7.18E-05	1.53E-06	4.66E-05	1.51E-05	3.64E-05	0.000230035	4.47E-05	6.15E-05	6.83E-06	6.13E-06	2.13E-05	2.17E-05	2.53E-06	4.19E-05	2.69E-05	1.91E-05	6.54E-05	2.51E-05	3.17E-05	4.64E-05	0
Polymorphobacter_sp._PAMC_29362	0	7.05E-07	0	0	0	0	0	1.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.86E-07	0
Sandaracinobacter_sp._M6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingosinicella_microcystinivorans	0	2.12E-06	0	3.85E-06	0	0	1.17E-06	0	0	0	9.15E-07	2.18E-06	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0
Sphingosinicella_sp._BN140058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-07	0	0
Sphingosinicellaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
Zymomonas_mobilis	0	0	0	0	6.55E-06	0	0	0	0	8.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Puniceispirillum_marinum	2.05E-06	0	0	0	0	1.60E-06	0	4.40E-07	0	0	1.22E-06	0	2.52E-07	1.62E-06	0	4.81E-07	0	0	0	0	0	5.07E-07	0	0	0	1.52E-06	5.47E-07	0	1.97E-06	0
Micavibrio_aeruginosavorus	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	2.52E-07	0	0	0	0	0	0	5.60E-07	4.17E-07	0	0	3.45E-07	1.62E-06	0	0	0	0	0
Alphaproteobacteria_bacterium	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0
Alphaproteobacteria_bacterium_SO-S41	0	0	0	0	0	1.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha_proteobacterium_R2A84	1.02E-06	0	0	0	0	0	2.93E-07	0	0	0	0	0	0	9.75E-07	0	0	0	0	0	0	0	0	0	0	0	0	2.73E-07	0	0	0
uncultured_Alphaproteobacteria_bacterium	0	0.001257863	6.34E-05	0.001180033	0	0.000276223	0.000112012	0.000254951	0.001546479	0.001059603	0.000628307	0.001462202	0.000282998	0.000214131	0.000340185	0.001151909	0.000535665	0.000705015	0.000360523	0	0.000146672	0.000155371	0.001611209	0.00010549	0.000198474	0.000890454	8.01E-05	8.75E-05	0.002055854	0.000594834
uncultured_alpha_proteobacterium_B2M51	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uncultured_alpha_proteobacterium_EB080_L84F03	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50E-06	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	2.76E-05	0	0	0
uncultured_alpha_proteobacterium_HF0130_06E21	0	0	0	0	2.12E-05	0	0	1.01E-05	8.46E-07	0	0	3.64E-06	0	0	0	0	0	5.13E-06	0	0	2.08E-06	0	0	0	2.26E-06	1.22E-05	1.64E-06	0	6.41E-06	0
uncultured_proteobacterium_90H6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
unknown_marine_alpha_proteobacterium_JP7.1	0.001374368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter_deleyi	3.84E-05	1.83E-05	0	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11E-05	0	0	0	0
Achromobacter_denitrificans	0	0	0	0	2.97E-05	0	0	1.41E-05	0	4.63E-05	2.90E-05	0	5.79E-06	1.30E-05	3.59E-06	0	0	0	4.70E-05	0	2.13E-05	0	1.40E-05	0	1.16E-05	3.80E-05	0	1.23E-05	0	0
Achromobacter_pestifer	0	0	0	0	2.52E-05	9.05E-06	0	0	0	4.63E-06	0	0	0	0	0	0	0	0	0	1.96E-05	0	0	0	0	3.56E-06	1.12E-05	0	0	0	0
Achromobacter_sp._AONIH1	0	0	0	0	0	0.000156473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter_sp._B7	2.56E-06	0	0	0	0	0	5.86E-07	0	0	0	0	0	0	1.30E-06	0	4.81E-06	3.28E-06	0	1.53E-06	2.80E-06	0	0	3.49E-06	1.38E-06	0	0	2.46E-06	4.01E-06	0	0
Achromobacter_sp._ES-001	0.000561124	0	0	0	0	0.00011017	1.44E-05	0	0	0	3.57E-05	0	0	0	0	0	0.0001575	0	0	0	0	0	0	3.96E-05	0	0.000113589	0	0	9.22E-05	0
Achromobacter_sp._MFA1_R4	2.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter_spanius	0	1.69E-05	0	1.76E-05	6.04E-05	0	0	0	0	0	0	1.89E-05	0	0	0	1.35E-05	2.54E-05	0	0	0	0	0	0	0	0	0	0	0	3.01E-05	3.22E-05
Achromobacter_xylosoxidans	0.000878325	0	0	0	0.001000615	0.00044813	9.15E-05	0	0	0.000251772	0.000211977	0	0	0.000104628	7.68E-06	9.13E-05	4.51E-05	0	0	0.000827442	0	6.42E-06	0	0.000447816	0.000120895	0.000709929	0.00019212	0.000148533	0.000727365	0
Alcaligenes_aquatilis	0	0	0	5.39E-05	0	0	2.90E-05	0	0	0	1.98E-05	0.000149932	0	7.25E-05	1.28E-05	4.09E-05	0	3.19E-05	0	0	0	6.76E-06	0	0	0	0.000461454	0	6.61E-05	9.42E-05	0
Alcaligenes_faecalis	0	0	0	2.25E-05	0	2.13E-05	0	2.07E-05	0	5.41E-05	3.97E-06	0	3.52E-06	0	5.64E-06	1.59E-05	1.56E-05	3.47E-05	3.98E-05	0	6.25E-06	1.35E-06	6.11E-06	0	0	0	6.29E-06	0	0	2.15E-05
Bordetella_bronchiseptica	0	4.65E-05	0	6.54E-05	0	0	0	0.00015297	0	0	0	1.46E-05	0	0	8.20E-06	0	2.21E-05	0	6.69E-05	0	3.17E-05	1.20E-05	0	0	0	0	0	0	0	0
Bordetella_flabilis	0	0	0	1.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_genomosp._13	0	0	3.33E-05	0	0	0	0	0	0	0	0	0	0	3.09E-05	0	0	0	0	4.24E-05	0	0	0	2.44E-05	0	0	0	0	0	0	0
Bordetella_genomosp._9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60E-05	0	0
Bordetella_hinzii	0	0	0	0	0	0	0	0	0	0	0	1.89E-05	0	0	0	0	0	0	1.07E-05	0	0	0	0	0	0	0	0	0	0	0
Bordetella_parapertussis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42E-06	0	0	0	0	0	0	0	2.02E-05	0
Bordetella_pseudohinzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_sp._J329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-05	0
Bordetella_trematum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0	0	0	2.61E-05	0
Castellaniella_defragrans	9.48E-05	0	0	0	0	0	0	2.77E-05	0	0	0	0	0	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	9.69E-05	0	0	0	0
Oligella_ureolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	3.38E-07	0	0	0	0	0	0	0	0
Orrella_dioscoreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13E-06	7.15E-06	1.68E-05	0	0	0	0	0	0	0	0	0	0
Orrella_marina	7.69E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paralcaligenes_sp._KSB-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-07	0	0	0	0	0	0	0	0	0	0	0	0
Pelistega_ratti	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigmentiphaga_aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-06	0	0	0	0	0	0	0	0	0	0
Pusillimonas_sp._DMV24BSW_D	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-06	0
Pusillimonas_sp._T7-7	0	4.94E-06	0	4.40E-06	0	0	0	1.93E-05	0	0	0	0	0	0	1.54E-06	0	0	1.08E-05	0	0	1.79E-05	0	0	0	0	0	0	0	0	3.35E-06
Pusillimonas_thiosulfatoxidans	0	7.05E-06	5.74E-07	4.40E-06	4.53E-06	1.60E-06	0	2.07E-05	0	3.09E-06	0	7.28E-06	2.27E-06	0	6.15E-06	1.92E-06	4.92E-06	7.40E-06	1.69E-05	0	1.17E-05	1.69E-07	8.73E-07	0	6.46E-07	0	0	0	0	2.01E-06
Alcaligenaceae_bacterium_SJ-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14E-06	0	0	0	0	0	0
Burkholderia_ambifaria	5.12E-06	0	0	0	9.06E-06	1.97E-05	5.86E-07	0	0	0	0	0	0	0	1.02E-06	0	0	1.71E-06	5.11E-06	0	0	0	0	0	0	2.94E-05	0	2.00E-06	1.53E-05	0
Burkholderia_anthina	0	0	0	0	0	0	0	9.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia	0.000125036	3.88E-05	0	0	3.58E-05	4.10E-05	5.28E-06	4.00E-05	0	9.04E-05	5.15E-05	7.06E-05	2.62E-05	2.96E-05	0.00028639	6.92E-05	0.000163243	5.24E-05	0	0	0	5.07E-06	3.27E-05	1.69E-05	4.14E-05	0.000133365	5.44E-05	1.40E-05	0	0
Burkholderia_cepacia	0	0	1.18E-05	0	0	0	0	0	0	0	0	0	6.04E-06	0	9.73E-06	0	0.000111563	0	1.48E-05	0	0	4.05E-06	0	1.38E-05	0	0	0	0	0	2.62E-05
Burkholderia_contaminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94E-05	1.06E-05	0	0	0	0	0	0	0	0	9.37E-06	0	1.89E-05	0	0	1.01E-05
Burkholderia_diffusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_gladioli	4.10E-06	3.53E-06	0	1.65E-06	0	4.26E-06	0	1.32E-06	0	2.32E-06	0	0	0	0	0.01145203	0	0.000135352	1.71E-06	2.04E-06	0	8.75E-06	0	0	0	0	0	0	0	0	3.35E-06
Burkholderia_lata	0	9.87E-06	3.73E-06	0	0	0	0	0	6.77E-06	1.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-06
Burkholderia_mayonis	0	0	0	0	0	2.66E-06	1.17E-06	8.79E-07	1.69E-06	1.62E-05	0	2.91E-06	5.04E-07	0	0	1.01E-05	6.56E-06	2.85E-06	4.60E-06	0	8.33E-07	0	5.24E-06	0	0	0	0	0	0	5.36E-06
Burkholderia_multivorans	0	0	0	0	0	0	0	0	0	3.86E-06	0	0	2.09E-05	0	1.38E-05	0	0	0	0	0	7.08E-06	1.52E-06	0	0	0	0	0	0	0	0
Burkholderia_oklahomensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29E-06	0	0	0	0	4.02E-06
